return_id,order_id,order_item_id,sku_id,customer_id,return_reason,return_note,return_date,return_status,refund_amount,return_shipping_cost,condition_received
RET0000476,ORD0001122,OI0002464,SKU00376,CUST00378,Defective,Pre-drilled holes don't line up with hardware.,2024-09-06 03:18:37.000000,Refunded,133.11,12.05,Unused
RET0000477,ORD0001129,OI0002482,SKU00406,CUST00379,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-03-30 00:07:23.000000,Inspected,115.27,13.35,Unused
RET0000478,ORD0001132,OI0002494,SKU00150,CUST00379,Difficult assembly,Holes for cam locks were drilled too shallow.,2025-04-21 06:28:05.000000,Processing,79.14,23.07,Unused
RET0000479,ORD0001134,OI0002498,SKU00348,CUST00380,Color mismatch,White is actually off-white/cream.,2024-12-09 02:23:15.000000,Refunded,108.82,9.07,Unused
RET0000480,ORD0001135,OI0002500,SKU00254,CUST00380,Too light,Piece almost disappears because it's so light.,2024-10-05 04:06:19.000000,Refunded,159.1,29.2,Used
RET0000481,ORD0001137,OI0002504,SKU00184,CUST00381,Damaged upon arrival,One of the legs is bent and won't attach properly.,2026-02-24 05:45:26.000000,Refunded,373.74,11.55,Damaged
RET0000482,ORD0001138,OI0002506,SKU00235,CUST00381,Too light,Piece almost disappears because it's so light.,2025-05-17 18:04:57.000000,Inspected,545.73,9.06,Unused
RET0000483,ORD0001141,OI0002510,SKU00357,CUST00381,Difficult assembly,Instructions were just bad diagrams with no text.,2025-02-19 15:34:37.000000,Received,755.86,19.96,Unused
RET0000484,ORD0001143,OI0002516,SKU00101,CUST00382,Defective,Drawer doesn't close flush - frame is warped.,2025-01-24 05:54:54.000000,Inspected,102.36,29.89,Unused
RET0000485,ORD0001148,OI0002528,SKU00114,CUST00384,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2024-05-28 11:24:54.000000,Refunded,23.85,21.42,Damaged
RET0000486,ORD0001149,OI0002529,SKU00033,CUST00384,Color mismatch,The navy I received is practically black.,2026-02-11 03:27:10.000000,Refunded,81.28,19.28,Unused
RET0000487,ORD0001151,OI0002535,SKU00200,CUST00385,Damaged upon arrival,One of the legs is bent and won't attach properly.,2025-03-01 20:47:06.000000,Inspected,221.8,28.68,Damaged
RET0000488,ORD0001153,OI0002540,SKU00274,CUST00385,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2024-05-01 17:23:18.000000,Inspected,96.75,13.45,Unused
RET0000489,ORD0001154,OI0002542,SKU00041,CUST00385,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-07-01 00:06:46.000000,Received,89.45,25.57,Used
RET0000490,ORD0001156,OI0002545,SKU00084,CUST00386,Quality didn't meet expectations,Cushions losing shape after just a month.,2025-10-09 02:39:37.000000,Received,483.97,23.44,Used
RET0000491,ORD0001156,OI0002547,SKU00232,CUST00386,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-10-01 02:39:37.000000,Received,268.48,14.69,Used
RET0000492,ORD0001157,OI0002548,SKU00269,CUST00386,Defective,One leg is shorter so the table wobbles.,2025-12-14 23:12:41.000000,Inspected,177.11,20.77,Unused
RET0000493,ORD0001157,OI0002550,SKU00285,CUST00386,Defective,Drawer doesn't close flush - frame is warped.,2025-12-29 23:12:41.000000,Inspected,49.67,15.79,Unused
RET0000494,ORD0001160,OI0002554,SKU00093,CUST00387,Too dark,Finish is at least two shades darker than shown.,2026-04-03 21:57:10.884244,Inspected,324.3,12.52,Used
RET0000495,ORD0001166,OI0002569,SKU00176,CUST00388,Quality didn't meet expectations,"For this price, I expected much better materials.",2026-03-23 18:21:29.000000,Processing,107.58,19.41,Unused
RET0000496,ORD0001168,OI0002574,SKU00407,CUST00389,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2025-12-27 23:17:28.000000,Received,1471.51,22.32,Unused
RET0000497,ORD0001169,OI0002577,SKU00310,CUST00389,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-12-30 22:15:48.000000,Inspected,415.38,28.64,Used
RET0000498,ORD0001173,OI0002586,SKU00144,CUST00389,Color mismatch,The navy I received is practically black.,2025-01-16 02:10:12.000000,Refunded,541.96,24.09,Unused
RET0000499,ORD0001174,OI0002588,SKU00321,CUST00390,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-10-22 12:58:18.000000,Refunded,93.4,21.24,Unused
RET0000500,ORD0001175,OI0002593,SKU00181,CUST00391,Too dark,Finish is at least two shades darker than shown.,2025-09-14 21:50:55.000000,Inspected,284.52,28.6,Unused
RET0000501,ORD0001178,OI0002598,SKU00003,CUST00392,Defective,One leg is shorter so the table wobbles.,2024-11-17 02:27:12.000000,Inspected,373.59,21.58,Unused
RET0000502,ORD0001178,OI0002599,SKU00329,CUST00392,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-11-15 02:27:12.000000,Refunded,180.34,26.26,Unused
RET0000503,ORD0001187,OI0002619,SKU00290,CUST00395,Damaged upon arrival,One of the legs is bent and won't attach properly.,2025-09-02 09:49:29.000000,Refunded,232.48,28.62,Damaged
RET0000504,ORD0001188,OI0002623,SKU00398,CUST00395,Quality didn't meet expectations,Construction feels flimsy and unstable.,2024-07-20 21:41:53.000000,Refunded,58.84,23.99,Unused
RET0000505,ORD0001189,OI0002624,SKU00380,CUST00396,Quality didn't meet expectations,"For this price, I expected much better materials.",2026-03-28 03:05:49.000000,Refunded,435.77,28.94,Unused
RET0000506,ORD0001189,OI0002626,SKU00125,CUST00396,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2026-03-30 03:05:49.000000,Refunded,102.69,20.1,Unused
RET0000507,ORD0001190,OI0002629,SKU00215,CUST00396,Damaged upon arrival,Paint is chipped off in several places.,2025-08-28 19:05:53.000000,Received,44.78,10.97,Damaged
RET0000508,ORD0001193,OI0002633,SKU00323,CUST00396,Defective,Pre-drilled holes don't line up with hardware.,2024-12-18 09:21:27.000000,Inspected,112.4,26.22,Unused
RET0000509,ORD0001194,OI0002634,SKU00343,CUST00396,Difficult assembly,Need three hands to hold pieces while screwing.,2025-12-30 23:11:46.000000,Refunded,108.89,26.12,Unused
RET0000510,ORD0001194,OI0002635,SKU00139,CUST00396,Not as described,Description said solid wood but this is veneer over particle board.,2025-12-31 23:11:46.000000,Refunded,164.11,9.5,Unused
RET0000511,ORD0001195,OI0002636,SKU00345,CUST00397,Defective,One leg is shorter so the table wobbles.,2025-04-12 19:58:16.000000,Refunded,88.44,28.65,Unused
RET0000512,ORD0001200,OI0002643,SKU00051,CUST00397,Too light,Finish is practically white-washed.,2024-07-29 12:07:30.000000,Processing,694.97,23.93,Unused
RET0000513,ORD0001206,OI0002653,SKU00072,CUST00400,Not as described,Shown with decorative pillows that weren't included.,2025-03-21 03:58:13.000000,Inspected,111.73,27.27,Used
RET0000514,ORD0001208,OI0002659,SKU00179,CUST00401,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2024-09-24 09:31:03.000000,Inspected,1309.51,23.66,Damaged
RET0000515,ORD0001209,OI0002661,SKU00305,CUST00401,Defective,Drawer doesn't close flush - frame is warped.,2024-08-18 02:04:06.000000,Refunded,278.02,26.67,Used
RET0000516,ORD0001216,OI0002672,SKU00241,CUST00402,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2026-04-07 23:03:46.000000,Refunded,97.32,8.52,Used
RET0000517,ORD0001219,OI0002679,SKU00047,CUST00402,Quality didn't meet expectations,"For this price, I expected much better materials.",2024-09-08 05:45:42.000000,Inspected,66.98,8.19,Used
RET0000518,ORD0001221,OI0002682,SKU00016,CUST00403,Too dark,Much more moody and dark in person.,2026-03-31 21:57:11.025880,Inspected,138.67,10.45,Unused
RET0000519,ORD0001224,OI0002689,SKU00128,CUST00404,Defective,Light socket is faulty - bulb flickers.,2026-01-14 20:27:59.000000,Refunded,1107.35,11.78,Used
RET0000520,ORD0001225,OI0002691,SKU00163,CUST00404,Too dark,Much more moody and dark in person.,2024-12-19 16:16:00.000000,Refunded,163.6,14.48,Used
RET0000521,ORD0001226,OI0002692,SKU00038,CUST00405,Color mismatch,The navy I received is practically black.,2025-11-19 07:18:22.000000,Inspected,119.57,9.52,Unused
RET0000522,ORD0001228,OI0002695,SKU00191,CUST00405,Difficult assembly,Holes for cam locks were drilled too shallow.,2025-01-11 12:32:28.000000,Refunded,228.17,9.1,Used
RET0000523,ORD0001232,OI0002701,SKU00294,CUST00407,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2024-06-13 22:06:47.000000,Inspected,364.07,25.91,Unused
RET0000524,ORD0001234,OI0002705,SKU00372,CUST00407,Defective,Light socket is faulty - bulb flickers.,2025-11-26 04:50:02.000000,Processing,31.55,22.96,Unused
RET0000525,ORD0001239,OI0002718,SKU00222,CUST00408,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-09-28 06:16:28.000000,Inspected,140.88,22.29,Used
RET0000526,ORD0001241,OI0002727,SKU00363,CUST00409,Too light,Piece almost disappears because it's so light.,2026-02-11 08:15:04.000000,Inspected,89.14,8.97,Unused
RET0000527,ORD0001243,OI0002732,SKU00001,CUST00409,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2025-06-28 07:29:29.000000,Refunded,370.49,16.9,Damaged
RET0000528,ORD0001246,OI0002736,SKU00080,CUST00410,Too light,Piece almost disappears because it's so light.,2026-01-08 13:48:41.000000,Refunded,52.23,23.3,Unused
RET0000529,ORD0001255,OI0002758,SKU00244,CUST00411,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2025-11-24 05:01:10.000000,Processing,748.16,10.42,Damaged
RET0000530,ORD0001257,OI0002764,SKU00026,CUST00411,Color mismatch,Beige is much more yellow-toned than the photos.,2024-11-09 01:28:27.000000,Refunded,229.4,26.39,Used
RET0000531,ORD0001261,OI0002773,SKU00121,CUST00412,Defective,One leg is shorter so the table wobbles.,2025-09-17 09:51:08.000000,Refunded,322.75,27.74,Unused
RET0000532,ORD0001261,OI0002774,SKU00331,CUST00412,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-09-08 09:51:08.000000,Received,49.55,27.09,Unused
RET0000533,ORD0001263,OI0002776,SKU00306,CUST00414,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2024-07-16 14:08:56.000000,Refunded,46.28,29.53,Unused
RET0000534,ORD0001264,OI0002780,SKU00109,CUST00414,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-10-03 14:17:47.000000,Refunded,56.83,24.78,Used
RET0000535,ORD0001267,OI0002784,SKU00372,CUST00414,Color mismatch,The navy I received is practically black.,2024-05-23 20:55:28.000000,Refunded,36.55,16.83,Used
RET0000536,ORD0001268,OI0002786,SKU00321,CUST00414,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-08-21 15:37:19.000000,Refunded,34.63,19.43,Unused
RET0000537,ORD0001269,OI0002788,SKU00081,CUST00414,Color mismatch,White is actually off-white/cream.,2026-03-09 05:45:48.000000,Refunded,152.94,24.19,Unused
RET0000538,ORD0001269,OI0002789,SKU00211,CUST00414,Difficult assembly,Holes for cam locks were drilled too shallow.,2026-03-16 05:45:48.000000,Received,379.95,16.22,Unused
RET0000539,ORD0001272,OI0002800,SKU00092,CUST00416,Defective,One leg is shorter so the table wobbles.,2026-04-07 08:02:17.000000,Refunded,17.25,15.9,Unused
RET0000540,ORD0001273,OI0002801,SKU00162,CUST00416,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-08-22 07:11:16.000000,Refunded,244.77,12.74,Unused
RET0000541,ORD0001276,OI0002808,SKU00002,CUST00416,Quality didn't meet expectations,"For this price, I expected much better materials.",2024-06-03 12:52:56.000000,Refunded,172.89,29.61,Used
RET0000542,ORD0001285,OI0002828,SKU00079,CUST00418,Color mismatch,White is actually off-white/cream.,2024-07-19 01:25:42.000000,Refunded,939.62,9.56,Used
RET0000543,ORD0001285,OI0002830,SKU00197,CUST00418,Difficult assembly,Instructions were just bad diagrams with no text.,2024-07-29 01:25:42.000000,Received,54.63,12.16,Used
RET0000544,ORD0001285,OI0002831,SKU00207,CUST00418,Too light,Finish is practically white-washed.,2024-07-29 01:25:42.000000,Inspected,144.64,8.52,Unused
RET0000545,ORD0001286,OI0002833,SKU00404,CUST00418,Color mismatch,The navy I received is practically black.,2024-08-11 00:03:49.000000,Processing,62.64,17.52,Unused
RET0000546,ORD0001288,OI0002835,SKU00097,CUST00420,Color mismatch,The navy I received is practically black.,2024-05-23 08:06:56.000000,Refunded,501.52,18.26,Unused
RET0000547,ORD0001298,OI0002851,SKU00148,CUST00424,Too dark,Finish is at least two shades darker than shown.,2025-04-07 18:57:50.000000,Processing,178.49,13.34,Unused
RET0000548,ORD0001299,OI0002854,SKU00089,CUST00424,Too light,Finish is practically white-washed.,2025-02-19 14:35:14.000000,Refunded,335.44,8.64,Used
RET0000549,ORD0001300,OI0002855,SKU00215,CUST00424,Not as described,Description said solid wood but this is veneer over particle board.,2025-10-11 05:12:01.000000,Received,38.79,9.94,Unused
RET0000550,ORD0001301,OI0002860,SKU00118,CUST00424,Too dark,In evening lighting it's almost black.,2025-12-04 15:34:02.000000,Refunded,58.37,18.23,Used
RET0000551,ORD0001305,OI0002866,SKU00210,CUST00425,Defective,Pre-drilled holes don't line up with hardware.,2025-07-30 15:14:56.000000,Processing,136.71,13.21,Used
RET0000552,ORD0001308,OI0002875,SKU00293,CUST00428,Quality didn't meet expectations,Cushions losing shape after just a month.,2024-08-18 10:56:49.000000,Inspected,258.28,14.82,Used
RET0000553,ORD0001313,OI0002885,SKU00008,CUST00429,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2026-01-24 23:35:48.000000,Refunded,881.16,15.59,Damaged
RET0000554,ORD0001320,OI0002899,SKU00262,CUST00431,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-10-08 14:11:44.000000,Refunded,30.7,23.98,Unused
RET0000555,ORD0001320,OI0002902,SKU00322,CUST00431,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-10-20 14:11:44.000000,Refunded,309.85,8.59,Unused
RET0000556,ORD0001325,OI0002912,SKU00249,CUST00432,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-10-25 19:53:23.000000,Inspected,108.28,11.97,Unused
RET0000557,ORD0001328,OI0002920,SKU00327,CUST00433,Damaged upon arrival,Paint is chipped off in several places.,2024-07-15 14:32:08.000000,Received,316.83,15.8,Damaged
RET0000558,ORD0001329,OI0002921,SKU00178,CUST00433,Difficult assembly,Need three hands to hold pieces while screwing.,2025-10-09 00:26:16.000000,Processing,257.33,23.94,Unused
RET0000559,ORD0001330,OI0002924,SKU00357,CUST00434,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2025-02-17 18:03:04.000000,Refunded,661.95,29.92,Unused
RET0000560,ORD0001334,OI0002930,SKU00307,CUST00436,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-01-26 00:35:47.000000,Refunded,453.51,16.81,Unused
RET0000561,ORD0001336,OI0002938,SKU00295,CUST00436,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-02-28 16:17:32.000000,Received,298.75,27.09,Unused
RET0000562,ORD0001338,OI0002942,SKU00055,CUST00437,Color mismatch,The navy I received is practically black.,2024-09-30 20:43:09.000000,Refunded,855.37,15.16,Used
RET0000563,ORD0001344,OI0002955,SKU00393,CUST00439,Not as described,Measurements online are wrong - about 3 inches narrower.,2025-09-27 05:20:10.000000,Refunded,84.03,28.51,Used
RET0000564,ORD0001350,OI0002964,SKU00024,CUST00440,Too light,Finish is practically white-washed.,2024-06-21 17:16:59.000000,Received,313.33,14.11,Unused
RET0000565,ORD0001351,OI0002965,SKU00309,CUST00440,Defective,Light socket is faulty - bulb flickers.,2026-01-08 13:20:44.000000,Refunded,151.92,22.96,Unused
RET0000566,ORD0001364,OI0002991,SKU00170,CUST00444,Difficult assembly,Holes for cam locks were drilled too shallow.,2024-10-07 04:03:22.000000,Processing,151.23,23.73,Used
RET0000567,ORD0001366,OI0002993,SKU00318,CUST00446,Defective,One leg is shorter so the table wobbles.,2026-03-04 22:43:45.000000,Refunded,196.44,22.83,Unused
RET0000568,ORD0001366,OI0002994,SKU00062,CUST00446,Not as described,Shown with decorative pillows that weren't included.,2026-02-24 22:43:45.000000,Refunded,154.1,26.34,Used
RET0000569,ORD0001375,OI0003010,SKU00389,CUST00448,Difficult assembly,Need three hands to hold pieces while screwing.,2024-12-01 19:12:32.000000,Inspected,403.75,19.11,Unused
RET0000570,ORD0001377,OI0003014,SKU00086,CUST00449,Color mismatch,Beige is much more yellow-toned than the photos.,2024-08-15 19:36:38.000000,Refunded,117.88,16.61,Used
RET0000571,ORD0001377,OI0003015,SKU00042,CUST00449,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2024-08-06 19:36:38.000000,Refunded,110.7,29.86,Damaged
RET0000572,ORD0001377,OI0003016,SKU00173,CUST00449,Damaged upon arrival,Paint is chipped off in several places.,2024-08-09 19:36:38.000000,Refunded,567.96,8.4,Damaged
RET0000573,ORD0001378,OI0003017,SKU00352,CUST00449,Too light,Wood tone is much lighter than the rich warm color shown.,2024-08-05 09:39:37.000000,Processing,50.69,20.69,Unused
RET0000574,ORD0001385,OI0003026,SKU00268,CUST00451,Quality didn't meet expectations,Construction feels flimsy and unstable.,2026-03-09 10:11:26.000000,Inspected,134.29,9.54,Used
RET0000575,ORD0001386,OI0003027,SKU00191,CUST00451,Defective,Drawer doesn't close flush - frame is warped.,2024-05-15 11:00:29.000000,Received,685.37,27.26,Used
RET0000576,ORD0001387,OI0003030,SKU00235,CUST00451,Too dark,Much more moody and dark in person.,2024-08-01 19:25:18.000000,Received,633.4,23.17,Used
RET0000577,ORD0001389,OI0003035,SKU00257,CUST00453,Not as described,Measurements online are wrong - about 3 inches narrower.,2025-01-21 16:33:05.000000,Inspected,256.23,28.96,Used
RET0000578,ORD0001390,OI0003039,SKU00130,CUST00453,Defective,Pre-drilled holes don't line up with hardware.,2025-12-25 00:48:46.000000,Inspected,91.72,15.65,Used
RET0000579,ORD0001391,OI0003040,SKU00365,CUST00453,Defective,One leg is shorter so the table wobbles.,2026-01-09 19:51:37.000000,Received,114.83,25.3,Unused
RET0000580,ORD0001394,OI0003046,SKU00281,CUST00455,Defective,One leg is shorter so the table wobbles.,2025-01-12 21:58:08.000000,Refunded,143.89,20.6,Used
RET0000581,ORD0001399,OI0003057,SKU00338,CUST00457,Too light,Piece almost disappears because it's so light.,2024-08-04 21:22:54.000000,Refunded,613.82,20.37,Unused
RET0000582,ORD0001401,OI0003060,SKU00400,CUST00458,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2025-03-14 09:42:17.000000,Refunded,111.82,11.61,Unused
RET0000583,ORD0001404,OI0003065,SKU00228,CUST00460,Color mismatch,Gold finish is extremely yellow and brassy.,2025-11-20 14:38:22.000000,Inspected,174.89,12.85,Used
RET0000584,ORD0001405,OI0003066,SKU00217,CUST00460,Too light,Piece almost disappears because it's so light.,2024-06-22 19:14:20.000000,Refunded,56.63,24.25,Unused
RET0000585,ORD0001407,OI0003068,SKU00054,CUST00460,Difficult assembly,Instructions were just bad diagrams with no text.,2025-04-09 14:53:13.000000,Refunded,142.05,15.5,Unused
RET0000586,ORD0001408,OI0003070,SKU00067,CUST00460,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2025-12-26 17:43:12.000000,Inspected,343.87,10.28,Damaged
RET0000587,ORD0001409,OI0003073,SKU00368,CUST00461,Too light,Piece almost disappears because it's so light.,2025-02-02 15:19:37.000000,Refunded,181.13,13.74,Unused
RET0000588,ORD0001412,OI0003078,SKU00322,CUST00463,Defective,Drawer doesn't close flush - frame is warped.,2024-07-19 03:20:43.000000,Inspected,285.38,8.92,Used
RET0000589,ORD0001415,OI0003083,SKU00146,CUST00463,Color mismatch,Beige is much more yellow-toned than the photos.,2024-10-14 12:25:05.000000,Received,45.85,19.78,Unused
RET0000590,ORD0001416,OI0003084,SKU00380,CUST00463,Quality didn't meet expectations,Cushions losing shape after just a month.,2025-08-09 04:51:14.000000,Refunded,435.62,11.41,Unused
RET0000591,ORD0001417,OI0003087,SKU00345,CUST00463,Defective,Drawer doesn't close flush - frame is warped.,2024-06-06 02:48:51.000000,Refunded,93.09,19.45,Used
RET0000592,ORD0001419,OI0003093,SKU00150,CUST00465,Too light,Wood tone is much lighter than the rich warm color shown.,2025-12-24 18:50:26.000000,Received,76.14,28.71,Unused
RET0000593,ORD0001421,OI0003096,SKU00123,CUST00466,Difficult assembly,Need three hands to hold pieces while screwing.,2026-03-16 20:07:36.000000,Refunded,239.19,9.83,Unused
RET0000594,ORD0001424,OI0003099,SKU00065,CUST00467,Defective,Light socket is faulty - bulb flickers.,2024-12-30 17:13:41.000000,Refunded,200.35,22.36,Unused
RET0000595,ORD0001432,OI0003114,SKU00194,CUST00471,Not as described,Measurements online are wrong - about 3 inches narrower.,2025-03-28 12:44:51.000000,Refunded,91.12,15.82,Unused
RET0000596,ORD0001435,OI0003122,SKU00410,CUST00472,Too light,Wood tone is much lighter than the rich warm color shown.,2025-05-09 05:42:18.000000,Received,190.76,27.9,Unused
RET0000597,ORD0001437,OI0003126,SKU00085,CUST00473,Damaged upon arrival,One of the legs is bent and won't attach properly.,2026-03-31 00:29:02.000000,Refunded,201.04,10.85,Damaged
RET0000598,ORD0001440,OI0003131,SKU00110,CUST00473,Defective,Pre-drilled holes don't line up with hardware.,2026-03-20 21:58:44.000000,Processing,18.82,20.95,Unused
RET0000599,ORD0001442,OI0003136,SKU00038,CUST00473,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2024-12-21 15:01:51.000000,Refunded,66.61,15.5,Damaged
RET0000600,ORD0001451,OI0003153,SKU00154,CUST00475,Too light,Pale compared to the product photography.,2025-06-30 08:32:10.000000,Refunded,93.07,10.38,Used
RET0000601,ORD0001452,OI0003155,SKU00040,CUST00475,Color mismatch,White is actually off-white/cream.,2025-10-28 13:55:18.000000,Inspected,146.98,14.6,Used
RET0000602,ORD0001453,OI0003156,SKU00226,CUST00476,Color mismatch,Beige is much more yellow-toned than the photos.,2024-12-27 00:19:38.000000,Refunded,124.55,21.24,Unused
RET0000603,ORD0001453,OI0003157,SKU00404,CUST00476,Difficult assembly,Instructions were just bad diagrams with no text.,2025-01-13 00:19:38.000000,Refunded,56.35,25.79,Used
RET0000604,ORD0001453,OI0003158,SKU00403,CUST00476,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2025-01-13 00:19:38.000000,Refunded,148.02,26.41,Used
RET0000605,ORD0001455,OI0003162,SKU00101,CUST00478,Defective,Pre-drilled holes don't line up with hardware.,2025-08-13 10:37:21.000000,Refunded,87.01,29.86,Used
RET0000606,ORD0001459,OI0003172,SKU00396,CUST00479,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-05-20 02:35:11.000000,Processing,47.5,21.38,Used
RET0000607,ORD0001463,OI0003177,SKU00004,CUST00480,Damaged upon arrival,Paint is chipped off in several places.,2025-12-27 10:48:50.000000,Inspected,55.21,13.19,Damaged
RET0000608,ORD0001467,OI0003185,SKU00080,CUST00481,Defective,Pre-drilled holes don't line up with hardware.,2025-09-27 23:09:55.000000,Inspected,117.06,14.46,Unused
RET0000609,ORD0001470,OI0003196,SKU00353,CUST00481,Defective,Pre-drilled holes don't line up with hardware.,2025-12-21 16:56:08.000000,Inspected,179.47,21.89,Unused
RET0000610,ORD0001472,OI0003198,SKU00251,CUST00481,Difficult assembly,Holes for cam locks were drilled too shallow.,2025-11-13 07:51:40.000000,Inspected,38.46,13.6,Used
RET0000611,ORD0001473,OI0003200,SKU00189,CUST00482,Defective,Pre-drilled holes don't line up with hardware.,2026-02-18 16:22:39.000000,Refunded,73.14,10.62,Unused
RET0000612,ORD0001473,OI0003203,SKU00328,CUST00482,Not as described,Measurements online are wrong - about 3 inches narrower.,2026-02-23 16:22:39.000000,Received,163.92,13.9,Unused
RET0000613,ORD0001478,OI0003211,SKU00390,CUST00484,Not as described,Shown with decorative pillows that weren't included.,2024-10-16 21:51:37.000000,Refunded,48.21,21.86,Used
RET0000614,ORD0001478,OI0003213,SKU00282,CUST00484,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2024-10-13 21:51:37.000000,Inspected,173.76,12.3,Unused
RET0000615,ORD0001483,OI0003219,SKU00290,CUST00486,Too light,Pale compared to the product photography.,2025-03-04 03:18:02.000000,Received,112.33,18.84,Unused
RET0000616,ORD0001485,OI0003222,SKU00388,CUST00486,Defective,Pre-drilled holes don't line up with hardware.,2025-11-10 03:23:39.000000,Inspected,265.26,16.61,Used
RET0000617,ORD0001486,OI0003225,SKU00013,CUST00486,Color mismatch,Color variation is significant from the photos.,2024-07-10 06:57:35.000000,Processing,491.84,25.09,Unused
RET0000618,ORD0001491,OI0003231,SKU00185,CUST00488,Damaged upon arrival,Paint is chipped off in several places.,2024-11-20 09:55:17.000000,Processing,109.95,19.45,Damaged
RET0000619,ORD0001500,OI0003252,SKU00263,CUST00490,Difficult assembly,Holes for cam locks were drilled too shallow.,2024-06-26 17:44:18.000000,Inspected,69.82,28.29,Unused
RET0000620,ORD0001505,OI0003257,SKU00016,CUST00493,Color mismatch,Beige is much more yellow-toned than the photos.,2025-11-18 06:35:13.000000,Refunded,130.07,28.17,Unused
RET0000621,ORD0001507,OI0003260,SKU00131,CUST00494,Too light,Finish is practically white-washed.,2026-01-27 22:54:27.000000,Inspected,245.86,15.71,Used
RET0000622,ORD0001508,OI0003261,SKU00212,CUST00494,Quality didn't meet expectations,"For this price, I expected much better materials.",2024-07-27 11:57:33.000000,Inspected,832.81,28.24,Unused
RET0000623,ORD0001511,OI0003268,SKU00278,CUST00495,Too light,Piece almost disappears because it's so light.,2025-07-22 22:55:58.000000,Inspected,108.25,26.22,Used
RET0000624,ORD0001511,OI0003269,SKU00207,CUST00495,Damaged upon arrival,Glass component was shattered inside the box.,2025-07-19 22:55:58.000000,Refunded,156.5,11.05,Damaged
RET0000625,ORD0001511,OI0003270,SKU00158,CUST00495,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2025-07-18 22:55:58.000000,Refunded,471.62,29.59,Damaged
RET0000626,ORD0001513,OI0003273,SKU00260,CUST00496,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-07-04 16:58:06.000000,Refunded,161.9,15.27,Used
RET0000627,ORD0001516,OI0003278,SKU00339,CUST00497,Not as described,Measurements online are wrong - about 3 inches narrower.,2024-08-09 08:59:15.000000,Inspected,26.29,17.54,Unused
RET0000628,ORD0001517,OI0003279,SKU00184,CUST00497,Color mismatch,Beige is much more yellow-toned than the photos.,2025-03-19 12:27:33.000000,Inspected,168.07,29.73,Unused
RET0000629,ORD0001521,OI0003287,SKU00384,CUST00499,Not as described,Description said solid wood but this is veneer over particle board.,2025-11-23 04:44:36.000000,Refunded,92.11,25.48,Used
RET0000630,ORD0001523,OI0003293,SKU00383,CUST00500,Defective,Light socket is faulty - bulb flickers.,2026-03-01 16:50:30.000000,Refunded,34.11,29.55,Unused
RET0000631,ORD0001529,OI0003307,SKU00276,CUST00501,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-01-06 02:54:03.000000,Received,93.63,16.49,Unused
RET0000632,ORD0001530,OI0003308,SKU00308,CUST00502,Defective,Pre-drilled holes don't line up with hardware.,2025-01-20 13:35:29.000000,Processing,182.42,12.3,Unused
RET0000633,ORD0001531,OI0003312,SKU00359,CUST00502,Defective,Drawer doesn't close flush - frame is warped.,2024-07-07 21:41:09.000000,Inspected,52.77,8.9,Unused
RET0000634,ORD0001532,OI0003313,SKU00367,CUST00502,Color mismatch,The navy I received is practically black.,2025-07-18 07:36:48.000000,Processing,130.63,16.15,Unused
